SMILES,Absorption/nm,Emission/nm,PLQY
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(Br)C=C4,325.0,476.0,0.3
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(Br)C=C4,393.0,492.0,0.9
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(Br)C=C4,405.0,502.0,0.9
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(C)C=C4,344.0,471.0,0.63
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(C)C=C4,337.0,485.0,0.24
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(C)C=C4,396.0,498.0,0.88
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C)C=C4,408.0,509.0,0.8
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(OC)C=C4,345.0,482.0,0.41
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(OC)C=C4,400.0,512.0,0.68
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(OC)C=C4,412.0,526.0,0.69
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,332.0,497.0,0.22
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,412.0,554.0,0.42
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,428.0,579.0,0.4
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(N(CCC)CCC)C=C4,429.0,586.0,0.18
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(CCC)CCC)C=C4,445.0,605.0,0.2
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4C#N,392.0,474.0,1.0
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(C#N)=C4,400.0,490.0,0.99
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4Br,391.0,472.0,0.98
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(Br)=C4,403.0,496.0,0.96
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4OC,405.0,503.0,0.82
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(OC)=C4,405.0,505.0,0.89
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4N(C)C,410.0,548.0,0.51
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(N(C)C)=C4,408.0,529.0,0.3
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C)C=CC3=C2C4=CC=C(Br)C=C4,312.0,457.0,0.5
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C)C3=C2C4=CC=C(Br)C=C4,338.0,443.0,0.37
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C)C=CC3=C2C4=CC=C(OC)C=C4,344.0,472.0,0.47
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C)C3=C2C4=CC=C(OC)C=C4,339.0,459.0,0.73
[O+]1C(C2=CC=CC=C2)=C(C2=C3C4C(=CC=CC=4C(C4C=CC=CC=4)=C(C4C=CC=CC=4)C=13)C=C2)C1C=CC=CC=1,491.0,540.0,0.85
[O+]1C(C2=CC=C(C)C=C2)=C(C2=C3C4C(=CC=CC=4C(C4C=CC(C)=CC=4)=C(C4C=CC(C)=CC=4)C=13)C=C2)C1C=CC(C)=CC=1,507.0,577.0,0.62
FC1C=C(C2C3=C4C5=C(C=CC=C5C=C3)C(C3C=CC=C(F)C=3)=C(C4=[O+]C=2C2C=CC=C(C=2)F)C2C=CC=C(F)C=2)C=CC=1,485.0,523.0,0.74
ClC1C=CC(C2C3=C4C(C(=C(C5C=CC(=CC=5)Cl)C5C=CC=C(C=C3)C4=5)C3C=CC(=CC=3)Cl)=[O+]C=2C2=CC=C(Cl)C=C2)=CC=1,498.0,548.0,0.73
C(F)(F)(F)C1=CC=C(C=C1)C1C2=C3C4C(=CC=CC=4C(=C(C4=CC=C(C(F)(F)F)C=C4)C3=[O+]C=1C1=CC=C(C=C1)C(F)(F)F)C1C=CC(=CC=1)C(F)(F)F)C=C2,477.0,506.0,0.56
C(=O)C1=CC=C(C=C1)C1=C(C2C=CC(C=O)=CC=2)C2=C3C(C=CC4C(C5C=CC(=CC=5)C=O)=C(C5C=CC(C=O)=CC=5)[O+]=C1C=43)=CC=C2,485.0,519.0,0.53
[O+]1C(C2=CC=CC=C2)=C(C2=C3C=1C(=C(C1C=CC=C(C=C2)C=13)CC)C1=CC=CC=C1)CC,465.0,494.0,0.45
[O+]1C(=C(C2=C3C=1C(C1C=CC=CC=1)=C(C1C=CC=CC=1)C1C3=C(C=CC=1)C1=CC=CC=C12)C1C=CC=CC=1)C1C=CC=CC=1,514.0,548.0,0.77
[O+]1C(C2=CC=CC=C2)=C(C2C=CC=CC=2)C2C=C3C4=C5C(C=C3)=CC=CC5=CC3C(=C(C=1C=2C4=3)C1=CC=CC=C1)C1C=CC=CC=1,612.0,637.0,0.46
[O+]1C(CCC)=C(CCC)C2=C3C=1C(=C(CCC)C1C=C4C5=C(C(C=CC5=CC=C4)=C2)C=13)CCC,582.0,596.0,0.51
[O+]1C(CCC)=C(C2C=CC3C4=C(C=CC=1C4=2)C=C(C=3CCC)CCC)CCC,460.0,469.0,0.17
[O+]1C(=C(C2C3C=1C1=CC(=C(C4=CC=CC(C=3C=CC=2)=C41)CCC)CCC)CCC)CCC,608.0,625.0,0.35
C(=O)(OCC)/C=C/C1=C(N(C)C)C=CC(C2C=C(C(N(C)C)=CC=2)/C=C/C(=O)OCC)=C1,367.0,521.0,0.25
N(C)(C1=C(/C=C/C(=O)OCC)C=CC(=C1)C1C=C(N(C)C)C(=CC=1)/C=C/C(=O)OCC)C,384.0,490.0,0.33
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=CC=C3)=CC2=C(C4=CC=CC=C4)C5=CC(C6=CC=CC=C6[N+]([O-])=O)=CN15,538.0,582.0,0.25
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=C(Cl)C=C3)=CC2=C(C4=CC=CC=C4)C5=CC(C6=CC=C(Cl)C=C6[N+]([O-])=O)=CN15,537.0,586.0,0.18
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=CC(OC)=CC=C5[N+]([O-])=O)=CN14,517.0,554.0,0.14
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=CC(OC)=C3)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,517.0,554.0,0.14
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=CC(OC)=C3)=CC2=C(C4=CC=CC=C4)C5=CC(C6=CC(OC)=CC=C6[N+]([O-])=O)=CN15,529.0,577.0,0.2
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=C(F)C(F)=C(F)C(F)=C5F)=CN14,519.0,552.0,0.2
F[B-]1(F)[N+]2=CC(C3=C(F)C(F)=C(F)C(F)=C3F)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,519.0,552.0,0.2
F[B-]1(F)[N+]2=CC(C3=C(F)C(F)=C(F)C(F)=C3F)=CC2=C(C4=CC=CC=C4)C5=CC(C6=C(F)C(F)=C(F)C(F)=C6F)=CN15,546.0,577.0,0.34
F[B-]1(F)[N+]2=CC=CC2=C(C3=CC=CC=C3)C4=CC(C5=C(F)C=CC=C5F)=CN14,527.0,569.0,0.16
F[B-]1(F)[N+]2=CC(C3=C(F)C=CC=C3F)=CC2=C(C4=CC=CC=C4)C5=CC=CN15,527.0,569.0,0.16
F[B-]1(F)[N+]2=CC(C3=C(F)C=CC=C3F)=CC2=C(C4=CC=CC=C4)C5=CC(C6=C(F)C=CC=C6F)=CN15,559.0,594.0,0.28
F[B-]1(F)[N+]2=CC(C3=C([N+]([O-])=O)C=C(OC)C(OC)=C3)=CC2=C(C4=CC=C(OC)C=C4)C5=CC(C6=CC(OC)=C(OC)C=C6[N+]([O-])=O)=CN15,542.0,612.0,0.2
F[B-]1(F)[N+]2=C(NC3=C4C=CC=C3)C4=CC2=C(C5=CC=CC=C5)C6=CC=CN16,546.0,569.0,0.11
F[B-]1(F)[N+]2=C3C(C4=C(N3)C=CC=C4)=CC2=C(C5=CC=CC=C5)C6=CC(C7=CC=CC=C7N8)=C8N16,607.0,622.0,0.71
N12C(C3C=CC=CC=3C3C=CC=CC=31)=NC1C=CC=CC=12,329.0,389.0,0.71
N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=NC1C=CC=CC=12,309.0,374.0,0.89
N12C(C3C=CC=CC=3C3C=CC(OC)=CC=31)=NC1C=CC=CC=12,359.0,389.0,0.22
N12C(C3C=CC=CC=3C3C=CC(C(F)(F)F)=CC=31)=NC1C=CC=CC=12,328.0,401.0,0.36
N12C(C3C=CC=CC=3C3C=C(C(=O)OCC)C=CC=31)=NC1C=CC=CC=12,352.0,448.0,0.46
N12C(C3C=CC=CC=3C3C=C(Cl)C=CC=31)=NC1C=CC=CC=12,331.0,392.0,0.34
N12C(C3C=CC=CC=3C3C=CC=NC=31)=NC1C=CC=CC=12,330.0,413.0,0.62
N12C(C3C=CC=CC=3C3N=CC=NC=31)=NC1C=CC=CC=12,354.0,466.0,0.85
N12C(C3C=CC=CC=3C3N=C4C=CC=CC4=NC=31)=NC1C=CC=CC=12,396.0,507.0,0.51
N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=NC=C2,300.0,388.0,0.54
N12C(C3C=CC=CC=3C3C=CC(C)=CC=31)=CC1C=CC=CC=12,363.0,445.0,0.28
CC(C)(C)C1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,329.0,388.0,0.87
COC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,308.0,398.0,0.8
COC1=CC(C2=NC(C=CC=C3)=C3N2C4=C5C=CC=C4)=C5C=C1,337.0,377.0,0.54
FC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,305.0,404.0,0.49
ClC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,308.0,398.0,0.3
N#CC1=CC2=C(C=C1)C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5,320.0,411.0,0.91
FC(C1=CC=CC2=C1C3=NC(C=CC=C4)=C4N3C5=C2C=CC=C5)(F)F,341.0,391.0,0.37
N12C(C3=C(C4=C2C=CC=C4)C=C(C5=CC=CC=C5)C=C3)=NC6=C1C=CC=C6,338.0,389.0,0.92
N12C(C3=C(C4=C2C=CC=C4)C(C=CC=C5)=C5C6=C3C=CC=C6)=NC7=C1C=CC=C7,373.0,435.0,0.79
N12C(C3=C(C4=C2C=CC=C4)C=CS3)=NC5=C1C=CC=C5,341.0,392.0,0.46
N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=NC=C1,306.0,389.0,0.89
CC1=C(C)N2C(C3=C(C4=C2C=CC=C4)C=CC=C3)=N1,318.0,424.0,0.58
N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=CC5=C1C=CC=C5,359.0,445.0,0.21
N12C(C3=C(C4=C2C=CC=C4)C=CC=C3)=CC=C1,329.0,433.0,0.42
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C)O3,338.0,394.0,0.39
O(C)C1OC(C2N(C)N=C3C=CC=CC=23)=CC=1,344.0,414.0,0.48
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(C)=O)O3,359.0,426.0,0.34
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C=O)O3,367.0,434.0,0.3
O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=C4,370.0,434.0,0.25
O=CC1=CC=C(O1)C2=C(C=CC=C3)C3=NN2C4=CC=CC=N4,368.0,431.0,0.22
CN1N=C2C(C=CC=C2)=C1C3=CC=C(C(OCC)=O)O3,348.0,401.0,0.55
CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)S3,332.0,398.0,0.4
CN1N=C2C(C=CC=C2)=C1C3=CC4=C(C=CC=C4)O3,345.0,393.0,0.68
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C,343.0,411.0,0.31
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(OC)O3,348.0,426.0,0.48
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(C)=O,368.0,453.0,0.75
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C=O,377.0,469.0,0.83
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(O3)C(OCC)=O,356.0,426.0,0.47
CN1N=C2C(C=C(OC)C=C2)=C1C3=CC=C(S3)C=O,388.0,499.0,0.3
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(S3)C,364.0,459.0,0.17
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C,368.0,454.0,0.74
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(OC)O3,370.0,455.0,0.57
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(C)=O,407.0,555.0,0.58
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C=O,420.0,584.0,0.14
CN1N=C2C(C=C(N(C)C)C=C2)=C1C3=CC=C(O3)C(OCC)=O,394.0,508.0,0.93
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C,351.0,447.0,0.26
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C,365.0,449.0,0.6
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(OC)O3,375.0,472.0,0.9
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(C)=O,371.0,414.0,0.29
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C=O,376.0,423.0,0.16
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(O3)C(OCC)=O,365.0,456.0,0.14
CN1N=C2C(C=C(C(C)=O)C=C2)=C1C3=CC=C(S3)C=O,358.0,468.0,0.65
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(O3)C=O,394.0,523.0,0.37
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC=C(S3)C(C)=O,385.0,525.0,0.3
CN1N=C2C(C=C([N+]([O-])=O)C=C2)=C1C3=CC4=C(S3)C=CC=C4,383.0,554.0,0.14
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)C,369.0,456.0,0.9
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC=C(O3)CO,364.0,446.0,0.86
CN1N=C2C(C=C(C=O)C=C2)=C1C3=CC4=C(O3)C=CC=C4,367.0,443.0,0.7
CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,310.0,392.0,0.67
COC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,317.0,402.0,0.57
COC(C=C1)=C(OC)C=C1C2=NN3C=CC=NC3=N2,325.0,452.0,0.81
CN(C)C(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,358.0,519.0,0.52
N12C=CC=NC1=NC(C3=CC=CC=C3)=N2,304.0,356.0,0.86
ClC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,305.0,358.0,0.32
O=CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,305.0,358.0,0.19
N#CC(C=C1)=CC=C1C2=NN3C=CC=NC3=N2,296.0,356.0,0.29
N12C=CC=NC1=NC(C3=CC=C(C=C3)N4CCCCC4)=N2,349.0,527.0,0.32
CC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,312.0,384.0,0.88
COC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,326.0,389.0,0.85
COC(C(OC)=C1)=CC=C1C2=CC=NC3=NC=NN23,339.0,411.0,0.75
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC=NN23,389.0,449.0,0.99
C1(C2=CC=CC=C2)=CC=NC3=NC=NN13,310.0,374.0,0.7
FC(C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC=NN23)=C1)(F)F,296.0,399.0,0.99
ClC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,309.0,394.0,0.8
O=CC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,309.0,390.0,0.85
N#CC(C=C1)=CC=C1C2=CC=NC3=NC=NN23,300.0,400.0,0.51
C1(C2=CC=C(N3CCCCC3)C=C2)=CC=NC4=NC=NN14,387.0,460.0,0.98
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC=C(Cl)C=C4)=CC=NC3=N2,378.0,573.0,0.38
CN(C)C(C=C1)=CC=C1C2=NN3C(C4=CC=C(C)C=C4)=CC=NC3=N2,373.0,553.0,0.33
FC(C1=CC(C(F)(F)F)=CC(C2=CC=NC3=NC(C4=CC=CC=C4)=NN23)=C1)(F)F,318.0,401.0,0.42
CC(C=C1)=CC=C1C2=NN3C(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC=NC3=N2,324.0,420.0,0.61
CC(C=C1)=CC=C1C2=NN3C(C4=CC=C(C)C=C4)=CC=NC3=N2,317.0,390.0,0.62
N12C(C3=CC=CC=C3)=CC=NC1=NC(C4=CC=CC=C4)=N2,317.0,389.0,0.25
CC(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=NN23,309.0,379.0,0.64
FC(C1=CC(C2=NN3C(C4=CC=CC=C4)=CC=NC3=N2)=CC(C(F)(F)F)=C1)(F)F,305.0,389.0,0.95
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(C)C=C4)=NN23,391.0,450.0,0.99
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(Cl)C=C4)=NN23,394.0,453.0,0.86
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=NN23,401.0,462.0,0.8
CN(C)C(C=C1)=CC=C1C2=CC=NC3=NC(C4=CC=C(C#N)C=C4)=NN23,402.0,464.0,0.96
N#CC(C=C1)=CC=C1C2=NN3C(C4=CC=C(N5CCCCC5)C=C4)=CC=NC3=N2,400.0,473.0,0.98
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,354.0,468.0,0.76
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5C)=C(C3=C1)C6=CC=CC=C6C)C=CC=C4C(C7=CC=CC=C7C)=C2C8=C(C)C=CC=C8,353.0,458.0,0.79
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC(C)=C5)=C(C3=C1)C6=CC=CC(C)=C6)C=CC=C4C(C7=CC=CC(C)=C7)=C2C8=CC(C)=CC=C8,355.0,472.0,0.75
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C)C=C5)=C(C3=C1)C6=CC=C(C)C=C6)C=CC=C4C(C7=CC=C(C)C=C7)=C2C8=CC=C(C)C=C8,356.0,475.0,0.62
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C(C)(C)C)C=C5)=C(C3=C1)C6=CC=C(C(C)(C)C)C=C6)C=CC=C4C(C7=CC=C(C(C)(C)C)C=C7)=C2C8=CC=C(C(C)(C)C)C=C8,358.0,476.0,0.91
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(OC)C=C5)=C(C3=C1)C6=CC=C(OC)C=C6)C=CC=C4C(C7=CC=C(OC)C=C7)=C2C8=CC=C(OC)C=C8,357.0,489.0,0.78
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(Cl)C=C5)=C(C3=C1)C6=CC=C(Cl)C=C6)C=CC=C4C(C7=CC=C(Cl)C=C7)=C2C8=CC=C(Cl)C=C8,354.0,471.0,0.61
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C(F)(F)F)C=C5)=C(C3=C1)C6=CC=C(C(F)(F)F)C=C6)C=CC=C4C(C7=CC=C(C(F)(F)F)C=C7)=C2C8=CC=C(C(F)(F)F)C=C8,351.0,464.0,0.28
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=C(C(C)=O)C=C5)=C(C3=C1)C6=CC=C(C(C)=O)C=C6)C=CC=C4C(C7=CC=C(C(C)=O)C=C7)=C2C8=CC=C(C(C)=O)C=C8,353.0,469.0,0.68
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC(C#N)=C5)=C(C3=C1)C6=CC=CC(C#N)=C6)C=CC=C4C(C7=CC=CC(C#N)=C7)=C2C8=CC(C#N)=CC=C8,351.0,463.0,0.68
CC(C)(C)C1=CC2=[N+]3C4=C(C(C5=CC=CC6=C5C=CC=C6)=C(C3=C1)C7=CC=CC8=C7C=CC=C8)C=CC=C4C(C9=CC=CC%10=C9C=CC=C%10)=C2C%11=C(C=CC=C%12)C%12=CC=C%11,352.0,467.0,0.59
CC(C)(C)C1=CC2=[N+]3C4=C(C(CCCC)=C(C3=C1)CCCC)C=CC=C4C(CCCC)=C2CCCC,354.0,451.0,0.48
C1(C=CC=C2C(C3=CC=CC=C3)=C4C5=CC=CC=C5)=[N+]2C6=C4C=CC=C6C(C7=CC=CC=C7)=C1C8=CC=CC=C8,355.0,481.0,0.58
COC1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,355.0,452.0,0.66
CC(C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=C(OC)C=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8)(C)C,316.0,460.0,0.59
CC1=CC=C2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=C6[N+]2=C1C(C7=CC=CC=C7)=C(C8=CC=CC=C8)C6=CC=C5,355.0,468.0,0.7
N#CC1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=CC=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8,365.0,536.0,0.36
CC(C1=CC2=[N+]3C4=C(C(C5=CC=CC=C5)=C(C3=C1)C6=CC=CC=C6)C=C(C(OC)=O)C=C4C(C7=CC=CC=C7)=C2C8=CC=CC=C8)(C)C,354.0,460.0,0.77
CC(C1=CC2=[N+]3C4=C(C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)=C(C3=C1)C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=CC=C4C(C%11=CC=C(N(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%11)=C2C%14=CC=C(N(C%15=CC=CC=C%15)C%16=CC=CC=C%16)C=C%14)(C)C,438.0,614.0,0.26
C1(C=CC=CC=1)C1=C2N(C(=C(C3C=CC=CC=32)C2C=CC=CC=2)C2C=CC=CC=2)C2=[O+]C(=C(C3C=CC=C1C=32)C1C=CC=CC=1)C1C=CC=CC=1,501.0,575.0,0.11
C1(C=CC=CC=1)C1=C2[N+](C(=C(C3C=CC=CC=32)C2C=CC=CC=2)C2C=CC=CC=2)=C2OC(=C(C3C=CC=C1C=32)C1C=CC=CC=1)C1C=CC=CC=1,501.0,575.0,0.11
COC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,468.0,549.0,0.23
COC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,468.0,549.0,0.23
FC(C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)(F)F,518.0,592.0,0.14
FC(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)(F)F,518.0,592.0,0.14
O=C(C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)OC,534.0,599.0,0.21
O=C(C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)OC,534.0,599.0,0.21
O=CC1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10,548.0,608.0,0.27
O=CC1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10,548.0,608.0,0.27
O=[N+](C1=CC2=C(C3=C1)C(N4C(C5=CC=CC=C5)=C(C6=C(C=CC=C6)C4=C3C7=CC=CC=C7)C8=CC=CC=C8)=[O+]C(C9=CC=CC=C9)=C2C%10=CC=CC=C%10)[O-],559.0,622.0,0.23
O=[N+](C1=CC(C(C2=CC=CC=C2)=C(O3)C4=CC=CC=C4)=C(C5=C1)C3=[N+]6C(C7=CC=CC=C7)=C(C8=C(C=CC=C8)C6=C5C9=CC=CC=C9)C%10=CC=CC=C%10)[O-],559.0,622.0,0.23
